gridID,poly
55,"POLYGON ((-175 0, -170 0, -170 -5, -175 -5, -175 0))"
56,"POLYGON ((-175 -5, -170 -5, -170 -10, -175 -10, -175 -5))"
57,"POLYGON ((-175 -10, -170 -10, -170 -15, -175 -15, -175 -10))"
58,"POLYGON ((-175 -15, -170 -15, -170 -20, -175 -20, -175 -15))"
59,"POLYGON ((-175 -20, -170 -20, -170 -25, -175 -25, -175 -20))"
60,"POLYGON ((-175 -25, -170 -25, -170 -30, -175 -30, -175 -25))"
61,"POLYGON ((-175 -30, -170 -30, -170 -35, -175 -35, -175 -30))"
62,"POLYGON ((-175 -35, -170 -35, -170 -40, -175 -40, -175 -35))"
63,"POLYGON ((-175 -40, -170 -40, -170 -45, -175 -45, -175 -40))"
64,"POLYGON ((-175 -45, -170 -45, -170 -50, -175 -50, -175 -45))"
65,"POLYGON ((-175 -50, -170 -50, -170 -55, -175 -55, -175 -50))"
66,"POLYGON ((-175 -55, -170 -55, -170 -60, -175 -60, -175 -55))"
67,"POLYGON ((-175 -60, -170 -60, -170 -65, -175 -65, -175 -60))"
68,"POLYGON ((-175 -65, -170 -65, -170 -70, -175 -70, -175 -65))"
69,"POLYGON ((-175 -70, -170 -70, -170 -75, -175 -75, -175 -70))"
70,"POLYGON ((-175 -75, -170 -75, -170 -80, -175 -80, -175 -75))"
71,"POLYGON ((-175 -80, -170 -80, -170 -85, -175 -85, -175 -80))"
72,"POLYGON ((-175 -85, -170 -85, -170 -90, -175 -90, -175 -85))"
73,"POLYGON ((-170 90, -165 90, -165 85, -170 85, -170 90))"
74,"POLYGON ((-170 85, -165 85, -165 80, -170 80, -170 85))"
75,"POLYGON ((-170 80, -165 80, -165 75, -170 75, -170 80))"
76,"POLYGON ((-170 75, -165 75, -165 70, -170 70, -170 75))"
77,"POLYGON ((-170 70, -165 70, -165 65, -170 65, -170 70))"
78,"POLYGON ((-170 65, -165 65, -165 60, -170 60, -170 65))"
79,"POLYGON ((-170 60, -165 60, -165 55, -170 55, -170 60))"
80,"POLYGON ((-170 55, -165 55, -165 50, -170 50, -170 55))"
81,"POLYGON ((-170 50, -165 50, -165 45, -170 45, -170 50))"
82,"POLYGON ((-170 45, -165 45, -165 40, -170 40, -170 45))"
83,"POLYGON ((-170 40, -165 40, -165 35, -170 35, -170 40))"
84,"POLYGON ((-170 35, -165 35, -165 30, -170 30, -170 35))"
85,"POLYGON ((-170 30, -165 30, -165 25, -170 25, -170 30))"
86,"POLYGON ((-170 25, -165 25, -165 20, -170 20, -170 25))"
87,"POLYGON ((-170 20, -165 20, -165 15, -170 15, -170 20))"
88,"POLYGON ((-170 15, -165 15, -165 10, -170 10, -170 15))"
89,"POLYGON ((-170 10, -165 10, -165 5, -170 5, -170 10))"
90,"POLYGON ((-170 5, -165 5, -165 0, -170 0, -170 5))"
91,"POLYGON ((-170 0, -165 0, -165 -5, -170 -5, -170 0))"
92,"POLYGON ((-170 -5, -165 -5, -165 -10, -170 -10, -170 -5))"
93,"POLYGON ((-170 -10, -165 -10, -165 -15, -170 -15, -170 -10))"
94,"POLYGON ((-170 -15, -165 -15, -165 -20, -170 -20, -170 -15))"
95,"POLYGON ((-170 -20, -165 -20, -165 -25, -170 -25, -170 -20))"
96,"POLYGON ((-170 -25, -165 -25, -165 -30, -170 -30, -170 -25))"
97,"POLYGON ((-170 -30, -165 -30, -165 -35, -170 -35, -170 -30))"
98,"POLYGON ((-170 -35, -165 -35, -165 -40, -170 -40, -170 -35))"
99,"POLYGON ((-170 -40, -165 -40, -165 -45, -170 -45, -170 -40))"
100,"POLYGON ((-170 -45, -165 -45, -165 -50, -170 -50, -170 -45))"
101,"POLYGON ((-170 -50, -165 -50, -165 -55, -170 -55, -170 -50))"
102,"POLYGON ((-170 -55, -165 -55, -165 -60, -170 -60, -170 -55))"
103,"POLYGON ((-170 -60, -165 -60, -165 -65, -170 -65, -170 -60))"
104,"POLYGON ((-170 -65, -165 -65, -165 -70, -170 -70, -170 -65))"
105,"POLYGON ((-170 -70, -165 -70, -165 -75, -170 -75, -170 -70))"
106,"POLYGON ((-170 -75, -165 -75, -165 -80, -170 -80, -170 -75))"
107,"POLYGON ((-170 -80, -165 -80, -165 -85, -170 -85, -170 -80))"
108,"POLYGON ((-170 -85, -165 -85, -165 -90, -170 -90, -170 -85))"
109,"POLYGON ((-165 90, -160 90, -160 85, -165 85, -165 90))"
110,"POLYGON ((-165 85, -160 85, -160 80, -165 80, -165 85))"
111,"POLYGON ((-165 80, -160 80, -160 75, -165 75, -165 80))"
112,"POLYGON ((-165 75, -160 75, -160 70, -165 70, -165 75))"
113,"POLYGON ((-165 70, -160 70, -160 65, -165 65, -165 70))"
114,"POLYGON ((-165 65, -160 65, -160 60, -165 60, -165 65))"
115,"POLYGON ((-165 60, -160 60, -160 55, -165 55, -165 60))"
116,"POLYGON ((-165 55, -160 55, -160 50, -165 50, -165 55))"
117,"POLYGON ((-165 50, -160 50, -160 45, -165 45, -165 50))"
118,"POLYGON ((-165 45, -160 45, -160 40, -165 40, -165 45))"
119,"POLYGON ((-165 40, -160 40, -160 35, -165 35, -165 40))"
120,"POLYGON ((-165 35, -160 35, -160 30, -165 30, -165 35))"
121,"POLYGON ((-165 30, -160 30, -160 25, -165 25, -165 30))"
122,"POLYGON ((-165 25, -160 25, -160 20, -165 20, -165 25))"
123,"POLYGON ((-165 20, -160 20, -160 15, -165 15, -165 20))"
124,"POLYGON ((-165 15, -160 15, -160 10, -165 10, -165 15))"
125,"POLYGON ((-165 10, -160 10, -160 5, -165 5, -165 10))"
126,"POLYGON ((-165 5, -160 5, -160 0, -165 0, -165 5))"
127,"POLYGON ((-165 0, -160 0, -160 -5, -165 -5, -165 0))"
128,"POLYGON ((-165 -5, -160 -5, -160 -10, -165 -10, -165 -5))"
129,"POLYGON ((-165 -10, -160 -10, -160 -15, -165 -15, -165 -10))"
130,"POLYGON ((-165 -15, -160 -15, -160 -20, -165 -20, -165 -15))"
131,"POLYGON ((-165 -20, -160 -20, -160 -25, -165 -25, -165 -20))"
132,"POLYGON ((-165 -25, -160 -25, -160 -30, -165 -30, -165 -25))"
133,"POLYGON ((-165 -30, -160 -30, -160 -35, -165 -35, -165 -30))"
134,"POLYGON ((-165 -35, -160 -35, -160 -40, -165 -40, -165 -35))"
135,"POLYGON ((-165 -40, -160 -40, -160 -45, -165 -45, -165 -40))"
136,"POLYGON ((-165 -45, -160 -45, -160 -50, -165 -50, -165 -45))"
137,"POLYGON ((-165 -50, -160 -50, -160 -55, -165 -55, -165 -50))"
138,"POLYGON ((-165 -55, -160 -55, -160 -60, -165 -60, -165 -55))"
139,"POLYGON ((-165 -60, -160 -60, -160 -65, -165 -65, -165 -60))"
140,"POLYGON ((-165 -65, -160 -65, -160 -70, -165 -70, -165 -65))"
141,"POLYGON ((-165 -70, -160 -70, -160 -75, -165 -75, -165 -70))"
142,"POLYGON ((-165 -75, -160 -75, -160 -80, -165 -80, -165 -75))"
143,"POLYGON ((-165 -80, -160 -80, -160 -85, -165 -85, -165 -80))"
144,"POLYGON ((-165 -85, -160 -85, -160 -90, -165 -90, -165 -85))"
145,"POLYGON ((-160 90, -155 90, -155 85, -160 85, -160 90))"
146,"POLYGON ((-160 85, -155 85, -155 80, -160 80, -160 85))"
147,"POLYGON ((-160 80, -155 80, -155 75, -160 75, -160 80))"
148,"POLYGON ((-160 75, -155 75, -155 70, -160 70, -160 75))"
149,"POLYGON ((-160 70, -155 70, -155 65, -160 65, -160 70))"
150,"POLYGON ((-160 65, -155 65, -155 60, -160 60, -160 65))"
151,"POLYGON ((-160 60, -155 60, -155 55, -160 55, -160 60))"
152,"POLYGON ((-160 55, -155 55, -155 50, -160 50, -160 55))"
153,"POLYGON ((-160 50, -155 50, -155 45, -160 45, -160 50))"
154,"POLYGON ((-160 45, -155 45, -155 40, -160 40, -160 45))"
155,"POLYGON ((-160 40, -155 40, -155 35, -160 35, -160 40))"
156,"POLYGON ((-160 35, -155 35, -155 30, -160 30, -160 35))"
157,"POLYGON ((-160 30, -155 30, -155 25, -160 25, -160 30))"
158,"POLYGON ((-160 25, -155 25, -155 20, -160 20, -160 25))"
159,"POLYGON ((-160 20, -155 20, -155 15, -160 15, -160 20))"
160,"POLYGON ((-160 15, -155 15, -155 10, -160 10, -160 15))"
161,"POLYGON ((-160 10, -155 10, -155 5, -160 5, -160 10))"
162,"POLYGON ((-160 5, -155 5, -155 0, -160 0, -160 5))"
163,"POLYGON ((-160 0, -155 0, -155 -5, -160 -5, -160 0))"
164,"POLYGON ((-160 -5, -155 -5, -155 -10, -160 -10, -160 -5))"
165,"POLYGON ((-160 -10, -155 -10, -155 -15, -160 -15, -160 -10))"
166,"POLYGON ((-160 -15, -155 -15, -155 -20, -160 -20, -160 -15))"
167,"POLYGON ((-160 -20, -155 -20, -155 -25, -160 -25, -160 -20))"
168,"POLYGON ((-160 -25, -155 -25, -155 -30, -160 -30, -160 -25))"
169,"POLYGON ((-160 -30, -155 -30, -155 -35, -160 -35, -160 -30))"
170,"POLYGON ((-160 -35, -155 -35, -155 -40, -160 -40, -160 -35))"
171,"POLYGON ((-160 -40, -155 -40, -155 -45, -160 -45, -160 -40))"
172,"POLYGON ((-160 -45, -155 -45, -155 -50, -160 -50, -160 -45))"
173,"POLYGON ((-160 -50, -155 -50, -155 -55, -160 -55, -160 -50))"
174,"POLYGON ((-160 -55, -155 -55, -155 -60, -160 -60, -160 -55))"
175,"POLYGON ((-160 -60, -155 -60, -155 -65, -160 -65, -160 -60))"
176,"POLYGON ((-160 -65, -155 -65, -155 -70, -160 -70, -160 -65))"
177,"POLYGON ((-160 -70, -155 -70, -155 -75, -160 -75, -160 -70))"
178,"POLYGON ((-160 -75, -155 -75, -155 -80, -160 -80, -160 -75))"
179,"POLYGON ((-160 -80, -155 -80, -155 -85, -160 -85, -160 -80))"
180,"POLYGON ((-160 -85, -155 -85, -155 -90, -160 -90, -160 -85))"
181,"POLYGON ((-155 90, -150 90, -150 85, -155 85, -155 90))"
182,"POLYGON ((-155 85, -150 85, -150 80, -155 80, -155 85))"
183,"POLYGON ((-155 80, -150 80, -150 75, -155 75, -155 80))"
184,"POLYGON ((-155 75, -150 75, -150 70, -155 70, -155 75))"
185,"POLYGON ((-155 70, -150 70, -150 65, -155 65, -155 70))"
186,"POLYGON ((-155 65, -150 65, -150 60, -155 60, -155 65))"
187,"POLYGON ((-155 60, -150 60, -150 55, -155 55, -155 60))"
188,"POLYGON ((-155 55, -150 55, -150 50, -155 50, -155 55))"
189,"POLYGON ((-155 50, -150 50, -150 45, -155 45, -155 50))"
190,"POLYGON ((-155 45, -150 45, -150 40, -155 40, -155 45))"
191,"POLYGON ((-155 40, -150 40, -150 35, -155 35, -155 40))"
192,"POLYGON ((-155 35, -150 35, -150 30, -155 30, -155 35))"
193,"POLYGON ((-155 30, -150 30, -150 25, -155 25, -155 30))"
194,"POLYGON ((-155 25, -150 25, -150 20, -155 20, -155 25))"
195,"POLYGON ((-155 20, -150 20, -150 15, -155 15, -155 20))"
196,"POLYGON ((-155 15, -150 15, -150 10, -155 10, -155 15))"
197,"POLYGON ((-155 10, -150 10, -150 5, -155 5, -155 10))"
198,"POLYGON ((-155 5, -150 5, -150 0, -155 0, -155 5))"
199,"POLYGON ((-155 0, -150 0, -150 -5, -155 -5, -155 0))"
200,"POLYGON ((-155 -5, -150 -5, -150 -10, -155 -10, -155 -5))"
201,"POLYGON ((-155 -10, -150 -10, -150 -15, -155 -15, -155 -10))"
202,"POLYGON ((-155 -15, -150 -15, -150 -20, -155 -20, -155 -15))"
203,"POLYGON ((-155 -20, -150 -20, -150 -25, -155 -25, -155 -20))"
204,"POLYGON ((-155 -25, -150 -25, -150 -30, -155 -30, -155 -25))"
205,"POLYGON ((-155 -30, -150 -30, -150 -35, -155 -35, -155 -30))"
206,"POLYGON ((-155 -35, -150 -35, -150 -40, -155 -40, -155 -35))"
207,"POLYGON ((-155 -40, -150 -40, -150 -45, -155 -45, -155 -40))"
208,"POLYGON ((-155 -45, -150 -45, -150 -50, -155 -50, -155 -45))"
209,"POLYGON ((-155 -50, -150 -50, -150 -55, -155 -55, -155 -50))"
210,"POLYGON ((-155 -55, -150 -55, -150 -60, -155 -60, -155 -55))"
211,"POLYGON ((-155 -60, -150 -60, -150 -65, -155 -65, -155 -60))"
212,"POLYGON ((-155 -65, -150 -65, -150 -70, -155 -70, -155 -65))"
213,"POLYGON ((-155 -70, -150 -70, -150 -75, -155 -75, -155 -70))"
214,"POLYGON ((-155 -75, -150 -75, -150 -80, -155 -80, -155 -75))"
215,"POLYGON ((-155 -80, -150 -80, -150 -85, -155 -85, -155 -80))"
216,"POLYGON ((-155 -85, -150 -85, -150 -90, -155 -90, -155 -85))"
217,"POLYGON ((-150 90, -145 90, -145 85, -150 85, -150 90))"
218,"POLYGON ((-150 85, -145 85, -145 80, -150 80, -150 85))"
219,"POLYGON ((-150 80, -145 80, -145 75, -150 75, -150 80))"
220,"POLYGON ((-150 75, -145 75, -145 70, -150 70, -150 75))"
221,"POLYGON ((-150 70, -145 70, -145 65, -150 65, -150 70))"
222,"POLYGON ((-150 65, -145 65, -145 60, -150 60, -150 65))"
223,"POLYGON ((-150 60, -145 60, -145 55, -150 55, -150 60))"
224,"POLYGON ((-150 55, -145 55, -145 50, -150 50, -150 55))"
225,"POLYGON ((-150 50, -145 50, -145 45, -150 45, -150 50))"
226,"POLYGON ((-150 45, -145 45, -145 40, -150 40, -150 45))"
227,"POLYGON ((-150 40, -145 40, -145 35, -150 35, -150 40))"
228,"POLYGON ((-150 35, -145 35, -145 30, -150 30, -150 35))"
229,"POLYGON ((-150 30, -145 30, -145 25, -150 25, -150 30))"
230,"POLYGON ((-150 25, -145 25, -145 20, -150 20, -150 25))"
231,"POLYGON ((-150 20, -145 20, -145 15, -150 15, -150 20))"
232,"POLYGON ((-150 15, -145 15, -145 10, -150 10, -150 15))"
233,"POLYGON ((-150 10, -145 10, -145 5, -150 5, -150 10))"
234,"POLYGON ((-150 5, -145 5, -145 0, -150 0, -150 5))"
235,"POLYGON ((-150 0, -145 0, -145 -5, -150 -5, -150 0))"
236,"POLYGON ((-150 -5, -145 -5, -145 -10, -150 -10, -150 -5))"
237,"POLYGON ((-150 -10, -145 -10, -145 -15, -150 -15, -150 -10))"
238,"POLYGON ((-150 -15, -145 -15, -145 -20, -150 -20, -150 -15))"
239,"POLYGON ((-150 -20, -145 -20, -145 -25, -150 -25, -150 -20))"
240,"POLYGON ((-150 -25, -145 -25, -145 -30, -150 -30, -150 -25))"
241,"POLYGON ((-150 -30, -145 -30, -145 -35, -150 -35, -150 -30))"
242,"POLYGON ((-150 -35, -145 -35, -145 -40, -150 -40, -150 -35))"
243,"POLYGON ((-150 -40, -145 -40, -145 -45, -150 -45, -150 -40))"
244,"POLYGON ((-150 -45, -145 -45, -145 -50, -150 -50, -150 -45))"
245,"POLYGON ((-150 -50, -145 -50, -145 -55, -150 -55, -150 -50))"
246,"POLYGON ((-150 -55, -145 -55, -145 -60, -150 -60, -150 -55))"
247,"POLYGON ((-150 -60, -145 -60, -145 -65, -150 -65, -150 -60))"
248,"POLYGON ((-150 -65, -145 -65, -145 -70, -150 -70, -150 -65))"
249,"POLYGON ((-150 -70, -145 -70, -145 -75, -150 -75, -150 -70))"
250,"POLYGON ((-150 -75, -145 -75, -145 -80, -150 -80, -150 -75))"
251,"POLYGON ((-150 -80, -145 -80, -145 -85, -150 -85, -150 -80))"
252,"POLYGON ((-150 -85, -145 -85, -145 -90, -150 -90, -150 -85))"
253,"POLYGON ((-145 90, -140 90, -140 85, -145 85, -145 90))"
254,"POLYGON ((-145 85, -140 85, -140 80, -145 80, -145 85))"
255,"POLYGON ((-145 80, -140 80, -140 75, -145 75, -145 80))"
256,"POLYGON ((-145 75, -140 75, -140 70, -145 70, -145 75))"
257,"POLYGON ((-145 70, -140 70, -140 65, -145 65, -145 70))"
258,"POLYGON ((-145 65, -140 65, -140 60, -145 60, -145 65))"
259,"POLYGON ((-145 60, -140 60, -140 55, -145 55, -145 60))"
260,"POLYGON ((-145 55, -140 55, -140 50, -145 50, -145 55))"
261,"POLYGON ((-145 50, -140 50, -140 45, -145 45, -145 50))"
262,"POLYGON ((-145 45, -140 45, -140 40, -145 40, -145 45))"
263,"POLYGON ((-145 40, -140 40, -140 35, -145 35, -145 40))"
264,"POLYGON ((-145 35, -140 35, -140 30, -145 30, -145 35))"
265,"POLYGON ((-145 30, -140 30, -140 25, -145 25, -145 30))"
266,"POLYGON ((-145 25, -140 25, -140 20, -145 20, -145 25))"
267,"POLYGON ((-145 20, -140 20, -140 15, -145 15, -145 20))"
268,"POLYGON ((-145 15, -140 15, -140 10, -145 10, -145 15))"
269,"POLYGON ((-145 10, -140 10, -140 5, -145 5, -145 10))"
270,"POLYGON ((-145 5, -140 5, -140 0, -145 0, -145 5))"
271,"POLYGON ((-145 0, -140 0, -140 -5, -145 -5, -145 0))"
272,"POLYGON ((-145 -5, -140 -5, -140 -10, -145 -10, -145 -5))"
273,"POLYGON ((-145 -10, -140 -10, -140 -15, -145 -15, -145 -10))"
274,"POLYGON ((-145 -15, -140 -15, -140 -20, -145 -20, -145 -15))"
275,"POLYGON ((-145 -20, -140 -20, -140 -25, -145 -25, -145 -20))"
276,"POLYGON ((-145 -25, -140 -25, -140 -30, -145 -30, -145 -25))"
277,"POLYGON ((-145 -30, -140 -30, -140 -35, -145 -35, -145 -30))"
278,"POLYGON ((-145 -35, -140 -35, -140 -40, -145 -40, -145 -35))"
279,"POLYGON ((-145 -40, -140 -40, -140 -45, -145 -45, -145 -40))"
280,"POLYGON ((-145 -45, -140 -45, -140 -50, -145 -50, -145 -45))"
281,"POLYGON ((-145 -50, -140 -50, -140 -55, -145 -55, -145 -50))"
282,"POLYGON ((-145 -55, -140 -55, -140 -60, -145 -60, -145 -55))"
283,"POLYGON ((-145 -60, -140 -60, -140 -65, -145 -65, -145 -60))"
284,"POLYGON ((-145 -65, -140 -65, -140 -70, -145 -70, -145 -65))"
285,"POLYGON ((-145 -70, -140 -70, -140 -75, -145 -75, -145 -70))"
286,"POLYGON ((-145 -75, -140 -75, -140 -80, -145 -80, -145 -75))"
287,"POLYGON ((-145 -80, -140 -80, -140 -85, -145 -85, -145 -80))"
288,"POLYGON ((-145 -85, -140 -85, -140 -90, -145 -90, -145 -85))"
289,"POLYGON ((-140 90, -135 90, -135 85, -140 85, -140 90))"
290,"POLYGON ((-140 85, -135 85, -135 80, -140 80, -140 85))"
291,"POLYGON ((-140 80, -135 80, -135 75, -140 75, -140 80))"
292,"POLYGON ((-140 75, -135 75, -135 70, -140 70, -140 75))"
293,"POLYGON ((-140 70, -135 70, -135 65, -140 65, -140 70))"
294,"POLYGON ((-140 65, -135 65, -135 60, -140 60, -140 65))"
295,"POLYGON ((-140 60, -135 60, -135 55, -140 55, -140 60))"
296,"POLYGON ((-140 55, -135 55, -135 50, -140 50, -140 55))"
297,"POLYGON ((-140 50, -135 50, -135 45, -140 45, -140 50))"
298,"POLYGON ((-140 45, -135 45, -135 40, -140 40, -140 45))"
299,"POLYGON ((-140 40, -135 40, -135 35, -140 35, -140 40))"
300,"POLYGON ((-140 35, -135 35, -135 30, -140 30, -140 35))"
301,"POLYGON ((-140 30, -135 30, -135 25, -140 25, -140 30))"
302,"POLYGON ((-140 25, -135 25, -135 20, -140 20, -140 25))"
303,"POLYGON ((-140 20, -135 20, -135 15, -140 15, -140 20))"
304,"POLYGON ((-140 15, -135 15, -135 10, -140 10, -140 15))"
305,"POLYGON ((-140 10, -135 10, -135 5, -140 5, -140 10))"
306,"POLYGON ((-140 5, -135 5, -135 0, -140 0, -140 5))"
307,"POLYGON ((-140 0, -135 0, -135 -5, -140 -5, -140 0))"
308,"POLYGON ((-140 -5, -135 -5, -135 -10, -140 -10, -140 -5))"
309,"POLYGON ((-140 -10, -135 -10, -135 -15, -140 -15, -140 -10))"
310,"POLYGON ((-140 -15, -135 -15, -135 -20, -140 -20, -140 -15))"
311,"POLYGON ((-140 -20, -135 -20, -135 -25, -140 -25, -140 -20))"
312,"POLYGON ((-140 -25, -135 -25, -135 -30, -140 -30, -140 -25))"
313,"POLYGON ((-140 -30, -135 -30, -135 -35, -140 -35, -140 -30))"
314,"POLYGON ((-140 -35, -135 -35, -135 -40, -140 -40, -140 -35))"
315,"POLYGON ((-140 -40, -135 -40, -135 -45, -140 -45, -140 -40))"
316,"POLYGON ((-140 -45, -135 -45, -135 -50, -140 -50, -140 -45))"
317,"POLYGON ((-140 -50, -135 -50, -135 -55, -140 -55, -140 -50))"
318,"POLYGON ((-140 -55, -135 -55, -135 -60, -140 -60, -140 -55))"
319,"POLYGON ((-140 -60, -135 -60, -135 -65, -140 -65, -140 -60))"
320,"POLYGON ((-140 -65, -135 -65, -135 -70, -140 -70, -140 -65))"
321,"POLYGON ((-140 -70, -135 -70, -135 -75, -140 -75, -140 -70))"
322,"POLYGON ((-140 -75, -135 -75, -135 -80, -140 -80, -140 -75))"
323,"POLYGON ((-140 -80, -135 -80, -135 -85, -140 -85, -140 -80))"
324,"POLYGON ((-140 -85, -135 -85, -135 -90, -140 -90, -140 -85))"
325,"POLYGON ((-135 90, -130 90, -130 85, -135 85, -135 90))"
326,"POLYGON ((-135 85, -130 85, -130 80, -135 80, -135 85))"
327,"POLYGON ((-135 80, -130 80, -130 75, -135 75, -135 80))"
328,"POLYGON ((-135 75, -130 75, -130 70, -135 70, -135 75))"
329,"POLYGON ((-135 70, -130 70, -130 65, -135 65, -135 70))"
330,"POLYGON ((-135 65, -130 65, -130 60, -135 60, -135 65))"
331,"POLYGON ((-135 60, -130 60, -130 55, -135 55, -135 60))"
332,"POLYGON ((-135 55, -130 55, -130 50, -135 50, -135 55))"
333,"POLYGON ((-135 50, -130 50, -130 45, -135 45, -135 50))"
334,"POLYGON ((-135 45, -130 45, -130 40, -135 40, -135 45))"
335,"POLYGON ((-135 40, -130 40, -130 35, -135 35, -135 40))"
336,"POLYGON ((-135 35, -130 35, -130 30, -135 30, -135 35))"
337,"POLYGON ((-135 30, -130 30, -130 25, -135 25, -135 30))"
338,"POLYGON ((-135 25, -130 25, -130 20, -135 20, -135 25))"
339,"POLYGON ((-135 20, -130 20, -130 15, -135 15, -135 20))"
340,"POLYGON ((-135 15, -130 15, -130 10, -135 10, -135 15))"
341,"POLYGON ((-135 10, -130 10, -130 5, -135 5, -135 10))"
342,"POLYGON ((-135 5, -130 5, -130 0, -135 0, -135 5))"
343,"POLYGON ((-135 0, -130 0, -130 -5, -135 -5, -135 0))"
344,"POLYGON ((-135 -5, -130 -5, -130 -10, -135 -10, -135 -5))"
345,"POLYGON ((-135 -10, -130 -10, -130 -15, -135 -15, -135 -10))"
346,"POLYGON ((-135 -15, -130 -15, -130 -20, -135 -20, -135 -15))"
347,"POLYGON ((-135 -20, -130 -20, -130 -25, -135 -25, -135 -20))"
348,"POLYGON ((-135 -25, -130 -25, -130 -30, -135 -30, -135 -25))"
349,"POLYGON ((-135 -30, -130 -30, -130 -35, -135 -35, -135 -30))"
350,"POLYGON ((-135 -35, -130 -35, -130 -40, -135 -40, -135 -35))"
351,"POLYGON ((-135 -40, -130 -40, -130 -45, -135 -45, -135 -40))"
352,"POLYGON ((-135 -45, -130 -45, -130 -50, -135 -50, -135 -45))"
353,"POLYGON ((-135 -50, -130 -50, -130 -55, -135 -55, -135 -50))"
354,"POLYGON ((-135 -55, -130 -55, -130 -60, -135 -60, -135 -55))"
355,"POLYGON ((-135 -60, -130 -60, -130 -65, -135 -65, -135 -60))"
356,"POLYGON ((-135 -65, -130 -65, -130 -70, -135 -70, -135 -65))"
357,"POLYGON ((-135 -70, -130 -70, -130 -75, -135 -75, -135 -70))"
358,"POLYGON ((-135 -75, -130 -75, -130 -80, -135 -80, -135 -75))"
359,"POLYGON ((-135 -80, -130 -80, -130 -85, -135 -85, -135 -80))"
360,"POLYGON ((-135 -85, -130 -85, -130 -90, -135 -90, -135 -85))"
361,"POLYGON ((-130 90, -125 90, -125 85, -130 85, -130 90))"
362,"POLYGON ((-130 85, -125 85, -125 80, -130 80, -130 85))"
363,"POLYGON ((-130 80, -125 80, -125 75, -130 75, -130 80))"
364,"POLYGON ((-130 75, -125 75, -125 70, -130 70, -130 75))"
365,"POLYGON ((-130 70, -125 70, -125 65, -130 65, -130 70))"
366,"POLYGON ((-130 65, -125 65, -125 60, -130 60, -130 65))"
367,"POLYGON ((-130 60, -125 60, -125 55, -130 55, -130 60))"
368,"POLYGON ((-130 55, -125 55, -125 50, -130 50, -130 55))"
369,"POLYGON ((-130 50, -125 50, -125 45, -130 45, -130 50))"
370,"POLYGON ((-130 45, -125 45, -125 40, -130 40, -130 45))"
371,"POLYGON ((-130 40, -125 40, -125 35, -130 35, -130 40))"
372,"POLYGON ((-130 35, -125 35, -125 30, -130 30, -130 35))"
373,"POLYGON ((-130 30, -125 30, -125 25, -130 25, -130 30))"
374,"POLYGON ((-130 25, -125 25, -125 20, -130 20, -130 25))"
375,"POLYGON ((-130 20, -125 20, -125 15, -130 15, -130 20))"
376,"POLYGON ((-130 15, -125 15, -125 10, -130 10, -130 15))"
377,"POLYGON ((-130 10, -125 10, -125 5, -130 5, -130 10))"
378,"POLYGON ((-130 5, -125 5, -125 0, -130 0, -130 5))"
379,"POLYGON ((-130 0, -125 0, -125 -5, -130 -5, -130 0))"
380,"POLYGON ((-130 -5, -125 -5, -125 -10, -130 -10, -130 -5))"
381,"POLYGON ((-130 -10, -125 -10, -125 -15, -130 -15, -130 -10))"
382,"POLYGON ((-130 -15, -125 -15, -125 -20, -130 -20, -130 -15))"
383,"POLYGON ((-130 -20, -125 -20, -125 -25, -130 -25, -130 -20))"
384,"POLYGON ((-130 -25, -125 -25, -125 -30, -130 -30, -130 -25))"
385,"POLYGON ((-130 -30, -125 -30, -125 -35, -130 -35, -130 -30))"
386,"POLYGON ((-130 -35, -125 -35, -125 -40, -130 -40, -130 -35))"
387,"POLYGON ((-130 -40, -125 -40, -125 -45, -130 -45, -130 -40))"
388,"POLYGON ((-130 -45, -125 -45, -125 -50, -130 -50, -130 -45))"
389,"POLYGON ((-130 -50, -125 -50, -125 -55, -130 -55, -130 -50))"
390,"POLYGON ((-130 -55, -125 -55, -125 -60, -130 -60, -130 -55))"
391,"POLYGON ((-130 -60, -125 -60, -125 -65, -130 -65, -130 -60))"
392,"POLYGON ((-130 -65, -125 -65, -125 -70, -130 -70, -130 -65))"
393,"POLYGON ((-130 -70, -125 -70, -125 -75, -130 -75, -130 -70))"
394,"POLYGON ((-130 -75, -125 -75, -125 -80, -130 -80, -130 -75))"
395,"POLYGON ((-130 -80, -125 -80, -125 -85, -130 -85, -130 -80))"
396,"POLYGON ((-130 -85, -125 -85, -125 -90, -130 -90, -130 -85))"
397,"POLYGON ((-125 90, -120 90, -120 85, -125 85, -125 90))"
398,"POLYGON ((-125 85, -120 85, -120 80, -125 80, -125 85))"
399,"POLYGON ((-125 80, -120 80, -120 75, -125 75, -125 80))"
400,"POLYGON ((-125 75, -120 75, -120 70, -125 70, -125 75))"
401,"POLYGON ((-125 70, -120 70, -120 65, -125 65, -125 70))"
402,"POLYGON ((-125 65, -120 65, -120 60, -125 60, -125 65))"
403,"POLYGON ((-125 60, -120 60, -120 55, -125 55, -125 60))"
404,"POLYGON ((-125 55, -120 55, -120 50, -125 50, -125 55))"
405,"POLYGON ((-125 50, -120 50, -120 45, -125 45, -125 50))"
406,"POLYGON ((-125 45, -120 45, -120 40, -125 40, -125 45))"
407,"POLYGON ((-125 40, -120 40, -120 35, -125 35, -125 40))"
408,"POLYGON ((-125 35, -120 35, -120 30, -125 30, -125 35))"
